"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02063 1699788 2.14133e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02073 1699615 2.1412e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02083 1699442 2.14106e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02093 1699269 2.14091e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02103 1699096 2.14078e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02113 1698923 2.14064e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02123 1698750 2.14050e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02133 1698577 2.14037e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02143 1698404 2.14023e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02153 1698231 2.14006e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02163 1698058 2.13991e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02173 1697885 2.13978e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02183 1697712 2.13965e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02193 1697539 2.13951e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02203 1697366 2.13937e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02213 1697193 2.13924e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02223 1697020 2.1391e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02233 1696847 2.13893e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02243 1696674 2.13879e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02253 1696501 2.13865e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02263 1696328 2.13852e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02273 1696155 2.13839e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02283 1695982 2.13825e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02293 1695809 2.13811e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02303 1695636 2.13798e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02313 1695463 2.13784e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02322 1695290 2.1377e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02332 1695117 2.13757e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02342 1694944 2.13744e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02352 1694771 2.13731e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02362 1694598 2.13717e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02372 1694425 2.13703e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02382 1694252 2.1369e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02392 1694079 2.13676e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02402 1693906 2.13663e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02412 1693733 2.13649e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02422 1693560 2.13635e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02432 1693387 2.13622e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02442 1693214 2.13609e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02452 1693041 2.13595e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02462 1692868 2.13582e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02472 1692695 2.13569e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02482 1692522 2.13555e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02492 1692349 2.13542e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02502 1692176 2.13522e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02512 1692003 2.13509e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02522 1691830 2.13496e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02532 1691657 2.13482e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02542 1691484 2.13469e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02552 1691311 2.13452e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02562 1691138 2.13436e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02572 1690965 2.13418e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02582 1690792 2.13405e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02592 1690619 2.13391e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
0.02602 1690446 2.13378e+11 0.4313 0.9898 0.0000 0.4313 0.4474 0.9898 0.0000
